"","V1","V2","V3","V4","V5"
"1306","ARXSABR11E8A2E29BF",46.44231,-93.36586,"TRBGHYG12903CEAC9C","Pictures of Then"
"1307","ARXSPYZ1187B98972A",36.2929,-95.15261,"TRAROPS128F92F09A5","Carl Belew"
"1308","ARXWBYG1241B9CE962",59.33217,18.06243,"TRADCZP128F42282D6","Jenney"
"1309","ARXXCHI1241B9C54EE",29.97525,-95.6802,"TRANZJQ128F427C58A","Lockwood"
"1310","ARXZIHJ1187B9A4ED9",41.94508,-71.28109,"TRAJCDQ128F92C2B40","Ray Conniff"
"1311","ARXZP9T1187FB4565D",52.85551,-9.40102,"TRAHUVQ12903D05C14","Willie Clancy"
"1312","ARY0W1O1187FB5B8C0",29.76045,-95.36978,"TRAJGPZ128F424743B","H-Town"
"1313","ARY1QJF1187B98EF3F",34.05349,-118.24532,"TRAHTXN128F933746C","Kathleen Madigan"
"1314","ARY1VGA1187FB5A39E",56.85147,-101.04893,"TRAJBGL128F145C7A8","Tom Cochrane"
"1315","ARY2ZUX1187B9A266C",37.77916,-122.42005,"TRASVHD128F1465963","Miguel Migs"
"1316","ARY4M3J1187B9AC94C",53.79449,-1.54658,"TRAJFSU128F92E9E3C","John Sebastian"
"1317","ARY4N501187B9A5DE9",51.50632,-0.12714,"TRAIAJU128F42581EF","The Ghost Of Lemora"
"1318","ARY53RR1187B9AE485",44.16104,-77.3819,"TRADVGV128F42BCACE","Avril Lavigne"
"1319","ARY6EBA1187B9AD525",41.36149,-74.27362,"TRAIJQV128F421B159","Bill Perry"
"1320","ARY80281187FB3E380",56.65286,-3.99667,"TRAAWOR128F92DF3C8","Sandi Thom"
"1321","ARY8LJ11187FB4019B",37.59791,69.86799,"TRANTCK128F428AC39","Floyd Cramer"
"1322","ARYA9ZH119B8668A81",54.31392,-2.23218,"TRACFQB12903D06042","Our Time Down Here"
"1323","ARYAYLS1241B9C5ED0",41.38572,2.17005,"TRANFOS128F92F5C6B","Kamelo Punto Semos"
"1324","ARYBP3U1187B9B3A4C",39.95227,-75.16237,"TRBEFAS128F4262569","Sensations"
"1325","ARYBUAO1187FB3F4EB",41.88415,-87.63241,"TRAJVOJ128F93135D3","Gene Chandler"
"1326","ARYC4561187FB4F2B1",54.31407,-2.23001,"TRBHXUX12903C9A5B2","Chatelaine"
"1327","ARYCKB61187B998E70",29.76045,-95.36978,"TRAMZGZ128F42413C2","Debra Laws"
"1328","ARYCP7D1187B99516B",43.64856,-79.38533,"TRAHXHO128F933934B","Pat Travers"
"1329","ARYCQBH1187B9B1BE4",58.59232,25.80695,"TRAYBTJ12903CB4C22","Metsatöll"
"1330","ARYEPGU11F4C840A70",42.98689,-81.24621,"TRAVSAW128F9339DF2","The Tall Grass"
"1331","ARYFAT91187B99FEF5",51.48126,-3.18067,"TRBHXSQ12903D0967F","Tigertailz"
"1332","ARYFXQ21187FB4DAEF",27.53092,-99.502,"TRANMJW128F92D944A","Poncho Sanchez"
"1333","ARYHPHB12131B4B793",34.05349,-118.24532,"TRAFDJI128F427274E","Peppermint Creeps"
"1334","ARYHTAK11F50C4A2FB",32.22155,-110.96975,"TRAEDJW128F422B4CB","Ray Sandoval"
"1335","ARYI8NC1187B994FE9",44.00118,-71.6342,"TRAIYWX128F9324B1F","Venice"
"1336","ARYIQQN1187FB55196",39.10644,-84.50469,"TRBHNCW128F9334F3D","Blessid Union Of Souls"
"1337","ARYISOC1187B9998F1",36.03256,-86.78916,"TRAEEBP128EF3673A7","Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N"
"1338","ARYJ6RP1187B9B3827",36.16778,-86.77836,"TRAJXAY128F4239110","Cindy Morgan"
"1339","ARYNSN31187FB4C573",39.96196,-83.00298,"TRACILD128F930AF53","Bizzy Bone Presents"
"1340","ARYNX5Z1187B999686",53.38311,-1.46454,"TRATGOC12903CC5BE2","Paul Carrack"
"1341","ARYOBYD1241B9C87F8",49.26044,-123.11403,"TRBAJUY128F932855C","Dabbler"
"1342","ARYOJU01187FB3BC44",52.1082,5.32986,"TRAPDZT128F42A8498","Jeckyll & Hyde"
"1343","ARYOPH81187B98AEED",40.65507,-73.94888,"TRAOWHF128F4255384","Converge"
"1344","ARYORUX11F4C846890",59.85845,17.64405,"TRAWRLA128F93061F0","Perfection"
"1345","ARYOW7G1187FB373D0",33.52029,-86.8115,"TRAVQUU128F92FA4E0","Marc Broussard"
"1346","ARYPWUK1187B98ACED",64.55653,12.66538,"TRAMWKK128F9314838","Emperor"
"1347","ARYQ8281187FB58C34",47.49852,8.73299,"TRAIFJE128F933046A","Royal S"
"1348","ARYSHWJ1187B9AD2D0",49.26044,-123.11403,"TRAZHMT12903C9D27E","Moist"
"1349","ARYT3BY1187B98C20E",42.4266,-71.07352,"TRAHULL128F92DDBFB","Ed Ames"
"1350","ARYTJPJ1187FB4ABCC",45.51228,-73.55439,"TRAVGZF128F4260E6F","Cliff Edwards/Disney Studio Chorus"
"1351","ARYVLXY1187FB373B0",50.82056,4.37967,"TRACKKI128F930CA83","Maurane / Lara Fabian"
"1352","ARYW3V11187B99C8C9",33.74831,-84.39111,"TRAZCPK128E078AF3F","Georgia Satellites"
"1353","ARYWZLP1187FB4F7D3",37.51146,15.06744,"TRAFVDP128F425F856","Vincenzo Bellini"
"1354","ARYXELS1187B9A5991",41.50471,-81.69074,"TRAPARR12903CE2125","Albert Ayler"
"1355","ARYXGST1187B991071",50.50101,4.47684,"TRAISFF128F92F598E","Uman"
"1356","ARYXJ5A1187B9B9E56",36.69094,-6.13487,"TRAAMGJ12903CD315C","Kiril Valeri"
"1357","ARYYCVC1187B9A8510",35.04644,-85.30946,"TRAEFJG128F9325FE4","Bessie Smith"
"1358","ARYZ1NG1187FB3FD40",50.63718,3.06281,"TRAHRKC128F9335A7B","Cool cavemen"
"1359","ARYZQIU1187FB4BBF8",40.71455,-74.00712,"TRBCQWN12903CDA7EC","Louie Ramirez"
"1360","ARYZX981187B9A995B",30.9742,-91.52382,"TRAXGEV12903D16193","Zachary Richard"
"1361","ARZ02US1187FB430BD",52.88356,-1.97406,"TRBHWBQ12903CD4338","Virus"
"1362","ARZ05QG1187FB3843E",31.55379,-90.10785,"TRAAQLE128F424AE71","Byther Smith"
"1363","ARZ185I1187FB5B8C5",33.74831,-84.39111,"TRAXIRB128F1453629","Jonn Serrie"
"1364","ARZ1PTN1187B9967D9",33.46725,-96.91393,"TRBCEAB12903CA10FC","Gene Autry"
"1365","ARZ1YNY1187B9B673A",49.38426,-84.75627,"TRATWUD128F9309671","Carolyn Arends"
"1366","ARZ3E3Z1187FB43F7C",37.16793,-95.84502,"TRAYHQX128F427617F","Daniel Kobialka"
"1367","ARZ4F9B1187FB3C979",52.88356,-1.97406,"TRAXKVO12903CD735A","Steve Porter"
"1368","ARZ5T871187B9A03F3",24.55439,-81.80045,"TRBHFXV128F92FC754","Stargarden"
"1369","ARZ7IH41187FB3B8F5",40.71793,-73.59354,"TRBABHR12903CBCE9C","Leaders Of The New School"
"1370","ARZ7OD71187B9940A7",40.71455,-74.00712,"TRAYRFK128F4240A7F","Los Muñequitos De Matanzas"
"1371","ARZ8MVL1187FB41D17",35.85683,129.2459,"TRAVQCA12903CA2F92","Shout Out Out Out Out"
"1372","ARZ8S071187B993849",18.46617,-66.10665,"TRASOQY128F92FEC9F","Tito Rodriguez"
"1373","ARZ96PB1187B98F5C9",36.16778,-86.77836,"TRASPBY12903CF2BC9","Jars Of Clay"
"1374","ARZAEIP12086C12905",54.31392,-2.23218,"TRAFKDY128F932079B","Gruppo Jazz Marca"
"1375","ARZAJ9C1187B9A21F4",55.8578,-4.24251,"TRAWNOH128F4287513","Unkle Bob"
"1376","ARZBYDY1187FB46DD7",42.54843,2.38596,"TRACOLN12903CCAF8B","Cali"
"1377","ARZCXO91187FB53708",32.67828,-83.22295,"TRACIIZ128EF34E497","Justin"
"1378","ARZDYBC1187B9A3142",36.0632,-94.15791,"TRAKCCA128F92F4EDC","The Cate Brothers"
"1379","ARZEA421187FB5B5BA",34.05349,-118.24532,"TRANKDX128F42668C0","Lee Michaels"
"1380","ARZEWUR1187FB53DC8",50.45663,4.87137,"TRACCVS12903D014F8","Enthroned"
"1381","ARZH0R61187FB422AE",38.62774,-90.19951,"TRAXULE128F9320132","Fontella Bass"
"1382","ARZHLNX1187FB4B8E7",40.71455,-74.00712,"TRAANMF12903CEAFEF","Ladybug"
"1383","ARZHXR61187FB3D065",40.65507,-73.94888,"TRAHZFD12903C9AC7E","The Family Stand"
"1384","ARZI4B31187B991125",51.05563,3.72856,"TRASPVQ128EF35454C","SAF"
"1385","ARZJKZR1187FB3EFC2",32.38012,-86.30063,"TRAPRRP12903CD97E9","Big Mama Thornton with Kansas Bill and his Orchestra"
"1386","ARZKUQF11F4C8456E8",52.47859,-1.9086,"TRARYCL128F1456224","The Moody Blues"
"1387","ARZL6CE1187FB3F264",27.9758,-81.54106,"TRAHXEG128F428F1EC","Mindy McCready"
"1388","ARZMWNY1187B99EBF1",41.82387,-71.41199,"TRAHDYQ128F930CE03","Paul Geremia"
"1389","ARZO73F1187FB4BF23",39.95227,-75.16237,"TRAZBJZ128F932B37B","Bill Cosby"
"1390","ARZP2M21187FB59C63",42.31256,-71.08868,"TRAZILC128F4253F29","Dons"
"1391","ARZQ6SW1187B9AD3E2",40.14323,-74.72671,"TRBEOYQ128F42955C3","Antigone Rising"
"1392","ARZQM8D1187FB438CC",56.42465,9.67464,"TRAEBSG128F9317B95","Herbst9_ Z'ev"
"1393","ARZSFIJ1187B98B8BC",36.16778,-86.77836,"TRANYNG128F92E9D4D","Warner mack"
"1394","ARZTGQE1187FB461D9",27.9758,-81.54106,"TRAPAES128E0786E60","Ideal"
"1395","ARZU9NI1187B9AEE08",59.37991,13.49942,"TRACAXR128F92FAB1C","Babylon Disco"
"1396","ARZVEF91187B9AC770",40.71455,-74.00712,"TRACUGA128F14ACFB8","Elliot Goldenthal"
"1397","ARZVTZN1187FB579D4",32.20049,-94.35887,"TRAJBSL128F428A021","Jim Reeves"
"1398","ARZWAHK119B8668273",48.55286,-109.67097,"TRAKOLG128F427541A","Martriden"
"1399","ARZXVY01187B9972EC",38.99792,-105.55096,"TRARDRG128F931766E","Davol"
"1400","ARZY28S1187FB40BAB",-33.91906,18.42196,"TRABZYK12903D000B2","Taboo"
"1401","ARZYPLF1187FB45B9B",34.05349,-118.24532,"TRANGIY128F427FA51","Rooney"
"1402","ARZZRK91187B9A5CA5",18.01571,-76.79731,"TRACUIZ128F92D984B","Delroy Wilson"
