"","V1","V2","V3","V4"
"1063",2007,"TRAGALB128EF3676EC","Funeral For A Friend","Crash And Burn [Home Demo]"
"1064",2007,"TRAQDID128F92FF26D","Funeral For A Friend","Juneau [Live]"
"1065",2007,"TRBGDLJ128F428C6AA","Funeral For A Friend","All Hands On Deck part 2: Open Water [Album Version]"
"1066",2007,"TRALZKE128F42A45D1","Gabriel Yared","Ship in a Painting"
"1067",2007,"TRAXSUN128F426D36B","Galactic","Think Back"
"1068",2007,"TRADUDB128F42A61F9","Galactic","Squarebiz"
"1069",2007,"TRADBRI128F423BAED","George Lopez","Mas P**' (America'S Mexican)"
"1070",2007,"TRAAAFD128F92F423A","Gob","Face the Ashes"
"1071",2007,"TRAOTSC128F9338E14","Goldfish","Watch Out for The Birdsongs"
"1072",2007,"TRANRKN128F93127BB","Hanoi Rocks","Walkin' Away"
"1073",2007,"TRAIOKS12903CFEE8D","Helen Love","First Boyfriend"
"1074",2007,"TRATXYI128F42AC8F2","Hevia","Albo"
"1075",2007,"TRALDHD128F42775BA","Hey Colossus","The Book of Disquiet"
"1076",2007,"TRAKFLO128F42775B4","Hey Colossus","45 Pounds"
"1077",2007,"TRANPUZ128F422B236","Hot Chip","No"
"1078",2007,"TRARRWA128F42A0195","I Hate Sally","Martha Served"
"1079",2007,"TRAEWLF128F42B1F89","Information Society","More to This"
"1080",2007,"TRAMSAY128F92ED0DD","It Dies Today","Sixth of June"
"1081",2007,"TRANIUD12903CCE692","Jah Cure","To Your Arms of Love"
"1082",2007,"TRAKOWI12903D04402","James Newton Howard","U North"
"1083",2007,"TRATUBW128F92F3866","James Taylor Quartet","Cleo's Mood"
"1084",2007,"TRBDYYN128F92F383F","James Taylor Quartet","Got To Give It Up"
"1085",2007,"TRAUZFY128F42BCE57","Jason Michael Carroll","No Good In Goodbye"
"1086",2007,"TRALUNR128EF3425DE","Jason Mraz","Did You Get My Message?  (Live From Shubas)"
"1087",2007,"TRAPUWG128EF3425E7","Jason Mraz","Song For A Friend (Live From Montalvo)"
"1088",2007,"TRAPDZT128F42A8498","Jeckyll & Hyde","Time Flies"
"1089",2007,"TRAKKOH128F42AF40E","Jennifer Lopez","Por Arriesgarnos"
"1090",2007,"TRAZUVU128F42BABF4","Jesse Malin","Broken Radio"
"1091",2007,"TRACBVI12903D0C406","Jesse Malin and The St. Marks Social","Revelations"
"1092",2007,"TRBFYIZ128EF34C3C7","Joe Rogan","Fear Factor (Shiny Happy Jihad)"
"1093",2007,"TRAZSCZ128F42554F4","John Fogerty","Don't You Wish It Was True"
"1094",2007,"TRAJYKE128F92E25D7","John Mayall","Now I Got A Woman"
"1095",2007,"TRAYXTP128F931CFB1","John Van Tongeren","Salvation"
"1096",2007,"TRALBHB12903CA2E52","Johnny Osbourne","Folly Ranking"
"1097",2007,"TRAAJEK128F422F55A","Jupiter Rising","They Say (Album)"
"1098",2007,"TRANNZZ128F92C22F7","Justin Timberlake","What Goes Around...Comes Around"
"1099",2007,"TRAOJEW128F4294CBD","K'Naan","Is It A Myth?"
"1100",2007,"TRAWXYD128F4255FBD","K.I.Z.","Walpurgisnacht"
"1101",2007,"TRAYXZX128F930F022","KALIMBA","Nunca Sabras"
"1102",2007,"TRBEFFA128F930F017","KALIMBA","No Volveras A Mi"
"1103",2007,"TRAZCUE128F4223510","KT Tunstall","Paper Aeroplane (Live From 'Drastic Fantastic' Tour)"
"1104",2007,"TRALMBM128F92EAA15","Kelly Clarkson","Never Again"
"1105",2007,"TRAXUQL128F932D6C4","Kelly Sweet","Ready For Love"
"1106",2007,"TRAWGTL128F932D4F9","Kelly Sweet","We Are One"
"1107",2007,"TRATPBM128F429EF3F","King Curtis","Ode To Billie Joe  (Live @ Fillmore West)"
"1108",2007,"TRAIBXQ128F425E6A5","Kings Of Leon","My Party (Kenna Remix)"
"1109",2007,"TRABNEX128F92C9DEA","Kings Of Leon","Knocked Up"
"1110",2007,"TRAWTKK128F92C25D0","Kings Of Leon","Woo Hoo"
"1111",2007,"TRATHTH128F42BC347","Kings Of Leon","Ragoo"
"1112",2007,"TRAYCVB128F92EB7B0","Kirk Franklin","Declaration (This Is It!)"
"1113",2007,"TRAEAST128F42931B1","Klaus Badelt","After The Fire"
"1114",2007,"TRAZFZS128F4272A31","Klaus Badelt","Severe Severing"
"1115",2007,"TRBHXWT128F42931A9","Klaus Badelt","Dieter's Theme"
"1116",2007,"TRAATNJ128F42631BA","Korn","Ever Be"
"1117",2007,"TRBHKUE128F429215D","Led Zeppelin","The Song Remains The Same (2007 Remastered Album Version)"
"1118",2007,"TRAEBOH128F9314977","Leo Gandelman","Bari Bossa"
"1119",2007,"TRACFWQ12903CF8148","Les Blaireaux","Le gardien de musée"
"1120",2007,"TRANFTA128F92EA606","Les Brown","Harlem Nocturne"
"1121",2007,"TRBFAHF128F42A1F03","Liars","Cycle Time"
"1122",2007,"TRBGLRU128F42A1F00","Liars","Leather Prowler"
"1123",2007,"TRAUOPE128EF367610","Linkin Park","Given Up (Album Version)"
"1124",2007,"TRASJHN128F421E3F1","Liquid Stranger","Drop Sacrifice"
"1125",2007,"TRALNAB128F421B318","Liquid Stranger","We Meet at Last"
"1126",2007,"TRAXTQS128F428AC41","Little Milton","Walking The Back Streets And Crying"
"1127",2007,"TRAXEML128F934BC04","Lizzy Borden","The Darker Side"
"1128",2007,"TRAYRFK128F4240A7F","Los Muñequitos De Matanzas","Te Ando Buscando"
"1129",2007,"TRBAODV12903CDC484","Lot Lorien","Byal ravnec"
"1130",2007,"TRAJEUV12903D15D6D","Luke Vibert","Mate Tron"
"1131",2007,"TRAVCWE12903CEF076","Lupe Fiasco feat. GemStones and Graham Burris","Dumb It Down (Live From Chicago)"
"1132",2007,"TRAMBFD128EF34B848","MIMS","Cop It"
"1133",2007,"TRBCULU128F931AABB","Mademoiselle Sane","Cabaret"
"1134",2007,"TRBGURA128F9316E7E","Malkit Singh","Holli Holi Nach Kuriye"
"1135",2007,"TRADFXD128F424694C","Mando Diao","Misty Mountains"
"1136",2007,"TRAWHZS128F429CF97","Marco Beltrami","Dead Hackers"
"1137",2007,"TRAHMWO128F42A2181","Mavado","Real McKoy Feat. Busy Signal"
"1138",2007,"TRBHFWZ128F42A2196","Mavado","Sadness"
"1139",2007,"TRAREOY128F93199EF","Milieu","Blackwood Moth"
"1140",2007,"TRAHORF12903CDA9FB","Minipop","Fingerprints"
"1141",2007,"TRBBLTE128F42558EF","Moros Eros","Safety Net (Album Version)"
"1142",2007,"TRARSAM128F4256E04","Månegarm","Vargbrodern Talar"
"1143",2007,"TRBBXML128F4256DFF","Månegarm","Ur Själslig Död"
"1144",2007,"TRAAVIT128F92E657C","Nightwish","Escapist"
"1145",2007,"TRATIAH128F426B422","Nightwish","The Poet And The Pendulum"
"1146",2007,"TRAILFA128EF349FE5","Nine Inch Nails","Survivalism"
"1147",2007,"TRADJHU128F425459F","Novembre","Triesteitaliana"
"1148",2007,"TRAFDQJ12903CA09B9","Oesch's die Dritten","Der weisse Mond von Maratonga"
"1149",2007,"TRABOXX128F92F29EB","Owl City","Panda Bear"
"1150",2007,"TRAZSPX128F4275112","PRE","Greasers"
"1151",2007,"TRAXJQM128F42903F2","Pacha Massive","Drive"
"1152",2007,"TRAHCQZ12903CFF0B9","Patrick Lamb","I Remember"
"1153",2007,"TRAVNVI128F4298D23","Patton Oswalt","You Are Allowed 20 Birthday Parties (Album)"
"1154",2007,"TRAREDZ12903CFB6E3","Pelle Carlberg","Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls"
"1155",2007,"TRAZTBZ12903CFB6DA","Pelle Carlberg","I Love You_ You Imbecile"
"1156",2007,"TRBEYVD12903CE3DE9","Pepper","Point And Shoot (Demo)"
"1157",2007,"TRAMDDN128F4277101","Philip Glass","Left Alone..."
"1158",2007,"TRACUCT128F422BC2F","Photo Atlas","Red Orange Yellow"
"1159",2007,"TRAORCM12903CDEC46","Pierre Perret","Les Trois Orfèvres"
"1160",2007,"TRAIQAH128F93402D2","Planetakis","Letters to Norway"
"1161",2007,"TRAREZN128F424E0FA","Plies","Goons Lurkin (Instrumental Album Version)"
"1162",2007,"TRAVPOV128F429EC1B","Plies featuring Tank","You (featuring Tank) (Amended Album Version)"
"1163",2007,"TRASDIH128F425B6CF","Polkaholix","Krause seine Kreuzpolka"
"1164",2007,"TRAPCNM128F425B6D5","Polkaholix","Machopolka"
"1165",2007,"TRACNVF128F428EA87","Pride Tiger","56 Days"
"1166",2007,"TRADFLD12903CB3BD8","Primordial","Empire Falls"
"1167",2007,"TRBEORE128F92E8476","Princess Lover","Prends-Moi La Main"
"1168",2007,"TRARTEH128F423DBC1","Radiohead","15 Step"
"1169",2007,"TRAVMZX128F14AB117","Raphaël","Caravane (Live 2006)"
"1170",2007,"TRAWDLK128EF342E1E","Redman","Suicide"
"1171",2007,"TRACMFN128F4298DBE","Reel Big Fish","Why Do All Girls Think They're Fat (Album)"
"1172",2007,"TRBHTKF128F92CC5D2","Reel Big Fish","Cannibal (Dance Mix)"
"1173",2007,"TRBAFTU128F1458496","Remmy Ongala","Karola"
"1174",2007,"TRAPTQA128F42341FA","Richard Hawley And Death Ramps_ Arctic Monkeys","Bad Woman"
"1175",2007,"TRAYQLF128F933B4EF","Rihanna","Breakin' Dishes"
"1176",2007,"TRADDXS12903CEDB38","Rihanna","Don't Stop The Music"
"1177",2007,"TRAEBXE128F933B4F5","Rihanna","Good Girl Gone Bad"
"1178",2007,"TRBDHKL128F426BE45","Rihanna","Good Girl Gone Bad"
"1179",2007,"TRANGIY128F427FA51","Rooney","Get Away"
"1180",2007,"TRAPFPH128F42269F6","Rooney","Jump In My Bed"
"1181",2007,"TRAZKOL128F4234128","Russell Malone","Sugar Buzz"
"1182",2007,"TRATCLI128F422BCF8","RyanDan","Wind Beneath My Wings"
"1183",2007,"TRAQFXU128F424DF7C","RyanDan","Always"
"1184",2007,"TRAAZLK128F93586D6","SWAMI featuring Asuivre","Give It What U Got"
"1185",2007,"TRAVTWI128F93586D0","SWAMI featuring Ishmael Morabe","Break"
"1186",2007,"TRAADIV12903CB15C1","Scarlet's Remains","Spin"
"1187",2007,"TRBGIDU128F4241A2E","Schoolyard Heroes","The Last Man On Earth"
"1188",2007,"TRAKJZU128EF34BE38","Scott Glasgow","Space Station Liberty"
"1189",2007,"TRBDMZP128F93499E4","Session Americana","Ice Cream Man"
"1190",2007,"TRATAGC12903CDCE67","Seventh Star","I Versus I"
"1191",2007,"TRAZXDC128F429874E","Shaggy","Criteria"
"1192",2007,"TRBHEUX128F425020D","Sharon Shannon","Gaffo's Ball"
"1193",2007,"TRAZKCX128F4288F26","Shriekback","Squanderer"
"1194",2007,"TRAIWNK128F429245D","Sigmatropic","The Blue Side of The Sun"
"1195",2007,"TRBEACH128EF341C45","Simply Red","So Not Over You (Motivo-Pop Lectro Mix)"
"1196",2007,"TRAZIQB128F934B755","Since The Flood","Guardian Angel"
"1197",2007,"TRAGJYM128F934B753","Since The Flood","All For Nothing"
"1198",2007,"TRABSXW128F4233422","Siouxsie","Into A Swan"
"1199",2007,"TRAMRXM128F92F46D7","Sirka Ragnar","Port now!"
"1200",2007,"TRACYDP128F932BC8E","Skeletonwitch","Sacrifice for the Slaughtergod"
"1201",2007,"TRALVCW128F4288926","Snowgoons","Real World"
"1202",2007,"TRAVNST128F422EBD2","Soilwork","As The Sleeper Awakes"
"1203",2007,"TRAIWSR128F42222BC","Soul Ballet","da da Diamonds"
"1204",2007,"TRAYHUO128F42222C2","Soul Ballet","the Cool Down"
"1205",2007,"TRBCTKV128F42222BD","Soul Ballet","Tuscan Chica"
"1206",2007,"TRANPLF128F9340B6E","Spok Frevo Orquestra","Folião Ausente"
"1207",2007,"TRALNAU128F9340B60","Spok Frevo Orquestra","Passo De Anjo"
"1208",2007,"TRABQVM128F92F7544","Stars Like Fleas","You Are My Memoir"
"1209",2007,"TRBDFJX128F92C2847","Steve Vai","The Murder Prologue"
"1210",2007,"TRBICVB128F9326B65","Strata","Night Falls (The Weight Of It)"
"1211",2007,"TRAMDCX128E07908F1","Sugar Minott","Make It With You"
"1212",2007,"TRADPFS12903CB8C71","Sugar Minott","Now We Know"
"1213",2007,"TRASLGT12903CDFC6C","Sundial Aeon","love shelter"
"1214",2007,"TRBAHJW128F92CC8B4","Swallow The Sun","Doomed To Walk The Earth"
"1215",2007,"TRAZDAV128F42A6515","Talib Kweli","Say Something [featuring Jean Grae] (Album Version)"
"1216",2007,"TRBHLGE128F42A64E5","Talib Kweli","Everything Man (Album Version)"
"1217",2007,"TRAWSHZ12903CC7BB4","Taya wooden","Mothers Rastas"
"1218",2007,"TRAHFQG128F149892A","Terry Callier","Satin Doll"
"1219",2007,"TRAVLWL128F424EF6A","The All American Rejects","The Future Has Arrived"
"1220",2007,"TRADKLT128F9304E1D","The Antlers","Stairs To the Attic"
"1221",2007,"TRBAPBU128F9304E1B","The Antlers","The Carrying Arms"
"1222",2007,"TRACWCG128F9344150","The Balustrade Ensemble","Fall Away Into Darkness"
"1223",2007,"TRAKQCY128F934416C","The Balustrade Ensemble","Crushed Pears"
"1224",2007,"TRAOPVD128F425A989","The Dreamtree Project","Bliss"
"1225",2007,"TRAHVVX128F4273BCC","The Flies","All Too Human"
"1226",2007,"TRBFKOK128F42662E6","The Forms","Red Gun"
"1227",2007,"TRAQGID128F932232D","The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz","No Mercy Remix (Cade Money Remix)"
"1228",2007,"TRAAWDK128F92E2A17","The Notorious B.I.G.","Who Shot Ya (Amended Album Version)"
"1229",2007,"TRABVVN12903CB6445","The Radio Dept.","Closing Scene"
"1230",2007,"TRAXLPR128F428E466","The White Stripes","A Martyr For My Love For You"
"1231",2007,"TRAFZRL128F428E465","The White Stripes","Im Slowly Turning Into You"
"1232",2007,"TRARBVD128F4239284","The Wreckers","Damn That Radio [Live]"
"1233",2007,"TRAFVWT128F42B1656","Theodor Zox","What's in a number & Feed me lies remixes"
"1234",2007,"TRBHXSQ12903D0967F","Tigertailz","Thrill Pistol"
"1235",2007,"TRAMPXI128F931154A","Tim Hughes","Dance"
"1236",2007,"TRAVYPH128F149B902","Tinariwen","Assouf"
"1237",2007,"TRAWPNC128F92EAA90","Toby Love featuring Rakim & Ken-Y","Tengo Un Amor"
"1238",2007,"TRBGCWM12903CF5BF7","Total Fucking Destruction","Enslaved By Propaganda"
"1239",2007,"TRAZWGV128F425DA7C","Tracy Byrd","Just Let Me Be In Love"
"1240",2007,"TRBCBAM128F92E3044","Truckfighters","Traffic"
"1241",2007,"TRBHKYJ128F429A0A8","Tum Tum","Eat Or Get Ate"
"1242",2007,"TRAYDWI128F429A0B0","Tum Tum / Double T / LiL Ronnie","She's A Go"
"1243",2007,"TRAATMY128F149562F","U2","Kite Live from Sydney"
"1244",2007,"TRAQGLM128EF356DEA","Vivian","Bad Creation"
"1245",2007,"TRBGOWY12903D0E2A0","Vulture Industries","The Benevolent Path"
"1246",2007,"TRAXUPN128F42855C8","W.A.S.P.","Heaven's Hung In Black (Reprise)"
"1247",2007,"TRAPVDC128F422C711","Wolfchant","Guardians Of The Forest"
"1248",2007,"TRAMGTA128F9343FAC","Workhorse","My Friend the Blind"
"1249",2007,"TRALAGU128F9343FC7","Workhorse","Serus"
"1250",2007,"TRAUCHW128F9343FE2","Workhorse","High Horse"
"1251",2007,"TRBBKIH128F9343FD4","Workhorse","Flight of the Elephant"
"1252",2007,"TRAMMDM128F425EAA9","Wyclef Jean","Heaven's In New York"
"1253",2007,"TRABGUU128F4227C0A","Yung Joc","BYOB (Explicit Album Version)"
"1254",2007,"TRAGSIT128F426F746","ZO2","Isolate"
"1255",2007,"TRBBWNS128F426F760","ZO2","Comin' Home"
"1256",2007,"TRBFFNE128F92F6001","Zombie Girl","We Are The Ones (Lounge Version)"
"1257",2007,"TRAYHYA12903D15D6A","iTAL tEK","Tokyo Freeze"
"1258",2008,"TRAVPHL128F424EAE1","3 Doors Down","Who Are You"
"1259",2008,"TRASHYD128F93119EE","3OH!3","CHOKECHAIN (Amended Album Version)"
"1260",2008,"TRAZAKG12903CF8157","A Different Breed of Killer","The Cleansing Apparatus"
"1261",2008,"TRABEBP12903C9BA03","A Static Lullaby","Rattlesnake!"
"1262",2008,"TRBDVCW128F427C875","A-Mei","Intro"
"1263",2008,"TRAYYAU128F92D58D0","Aaron Watson","Whiskey on the Fire"
"1264",2008,"TRABONH128F92D58DA","Aaron Watson","Rollercoaster Ride"
"1265",2008,"TRANXZM128F92D58DF","Aaron Watson","Sweet Contradiction"
"1266",2008,"TRBCMNO128F92D58E5","Aaron Watson","Thats What I Like About a Country Song"
"1267",2008,"TRABSAR128F42324A8","Abysmal Dawn","Compulsory Resurrection"
"1268",2008,"TRBHDGL128F42324A7","Abysmal Dawn","Programmed to Consume"
"1269",2008,"TRAOMDT12903CF73C3","Adrienne Pierce","Laundry & Dishes"
"1270",2008,"TRAGJQZ128F9302ADA","Akon","Over The Edge"
"1271",2008,"TRAQNHD128F42438E2","Alexander O'Neal","When A Man Loves A Woman"
"1272",2008,"TRBCWPC128F42438DF","Alexander O'Neal","Saturday Love"
"1273",2008,"TRBCTEE128F42438DC","Alexander O'Neal","Unbreak My Heart"
"1274",2008,"TRBAFIP128F42438D8","Alexander O'Neal","Secret Lovers (Featuring Mica Paris)"
"1275",2008,"TRBEFQY128F932EE3F","Alexandre Desplat","Meeting Daisy"
"1276",2008,"TRALODZ128F931FA34","All Girl Summer Fun Band","Rewind"
"1277",2008,"TRAQQZN128F931FA31","All Girl Summer Fun Band","Everything I Need"
"1278",2008,"TRAFKRE128F932002B","All Time Low","Umbrella"
"1279",2008,"TRAEHMP128F92DCC42","Andy & Lucas","Amores Cobardes"
"1280",2008,"TRAKVHK128F92DCC3C","Andy & Lucas","Dime Si Me Quieres"
"1281",2008,"TRAUXSK128F427C58D","Anti-Flag","The Modern Rome Burning"
"1282",2008,"TRAIZWI128F4247EFD","Ashton Shepherd","Old Memory"
"1283",2008,"TRAVOHH128F4247EF9","Ashton Shepherd","Sounds So Good"
"1284",2008,"TRAGTFI12903CA06E7","BLEED THE SKY","Kettle Black"
"1285",2008,"TRAQIHG128F424B549","BassTurk","Unutmam"
"1286",2008,"TRAVPYY128F92CEBAB","Bebo Norman","Britney"
"1287",2008,"TRAPDQG128F93018C0","Becoming The Archetype","End Of The Age"
"1288",2008,"TRASQBA128F427B273","Belphegor","The Sukkubus Lustrate"
"1289",2008,"TRBAXSM128F427B26E","Belphegor","Armageddon's Raid"
"1290",2008,"TRASSJE128F427927A","Benga","Zero M2"
"1291",2008,"TRAPZTV128F92CAA4E","Beyoncé","Single Ladies (Put A Ring On It)"
"1292",2008,"TRAHLQF12903CDB530","BigElf","Superstar"
"1293",2008,"TRAGXKH128F428BD2F","Billy Bragg","Goodbye (Solo Version)"
"1294",2008,"TRBGZKO128F92DB016","Bloc Party","Zephyrus"
"1295",2008,"TRAPBNR128F42869AA","Bobby Darin","Bullmoose (LP Version)"
"1296",2008,"TRBDAVU128F423814A","Bon Jovi","Till We Ain't Strangers Anymore"
"1297",2008,"TRAJAZY12903CDD671","Brenda Boykin","Be My Lover"
"1298",2008,"TRAHYDH128F9325200","Bumblefoot","Piranha"
"1299",2008,"TRAPNYN128F4277985","Bury Your Dead","A Devil's Ransom (Album Version)"
"1300",2008,"TRBHUBB128E0782209","Buzzcocks","No Reply (Demo)"
"1301",2008,"TRAIQUG128F92F946E","Byzantine","Absolute Horizon"
"1302",2008,"TRAUPSV128F427B621","Cabas","Como Nuestro Amor No Hay Dos"
"1303",2008,"TRAJSQA128F4263330","Cali","Resistance"
"1304",2008,"TRAZNKG12903CDCF8A","Call To Preserve","Open your Eyes"
"1305",2008,"TRAZFEX12903CDCF88","Call To Preserve","Hope For The Fallen"
"1306",2008,"TRBGHBW12903CDCF83","Call To Preserve","Hindsight"
"1307",2008,"TRASYVP12903D09590","Candlebox","Breathe Me In"
"1308",2008,"TRAYFXH128F92E20F8","Carlos Baute","Te extraño porque te extraño"
"1309",2008,"TRAHGMV128F92CD444","Casiotone For The Painfully Alone","Town Topic (Instrumental)"
"1310",2008,"TRAPADM128F92CD44E","Casiotone For The Painfully Alone","Bad People"
"1311",2008,"TRAOZPS128F93369C3","Casual","Precís"
"1312",2008,"TRBBDZF128F424BE45","Chico Cesar","Feriado"
"1313",2008,"TRBCORE12903CD6FA0","Chris Rea","Josephine (French Edit)"
"1314",2008,"TRAJSNU128F92F2AC0","Chuck Wicks","If We Loved"
"1315",2008,"TRBFZMK12903D0E7BE","Cocoa Tea","Hurry Up And Come"
"1316",2008,"TRAJOZN128F92D688E","ColdWorld","Schmerzensschreie"
"1317",2008,"TRBFKON128F4296A52","Crucial Conflict","Ride Out Dip"
"1318",2008,"TRAZORC128F426C323","Cut Copy","Unforgettable Season"
"1319",2008,"TRBCGNI128F426C330","Cut Copy","Cold Youth"
"1320",2008,"TRAVDBV128F424EAD8","DCX","Hold Me"
"1321",2008,"TRATBNG128F92CADA8","Daddy Yankee","Llamado De Emergencia"
"1322",2008,"TRAGWPR128F426BDC3","Danilo Perez / Claus Ogerman","The Saga Of Rita Joe"
"1323",2008,"TRAFEEO12903CFEC87","Dark Fortress","The Silver Gate"
"1324",2008,"TRAIUTE128F92F96F3","Dark Party","Active"
"1325",2008,"TRAXSBC128F42AB297","Dave Hollister","I Know I Can"
"1326",2008,"TRARNCP128F42AB2B0","Dave Hollister","Calm Da Seas"
"1327",2008,"TRBFCKI128F4250666","David Banner","Syrup Sipping (Banner Beat Break)"
"1328",2008,"TRAFOKY128F92ED751","David Cook","I Did it for You"
"1329",2008,"TRAXBVE128F932BD11","Dead To Me","What's Wrong"
"1330",2008,"TRBBZOG128F422B02B","Death Cab for Cutie","You Can Do Better Than Me (Album Version)"
"1331",2008,"TRAJCVA128F426C51D","Defect & Quixotic","WristStraining Order"
"1332",2008,"TRAPGYN128F92C40CC","Deitrick Haddon","Don't Take Your Spirit Away"
"1333",2008,"TRADEAI12903C9B81C","Dokken","Disease"
"1334",2008,"TRAKOUK12903C9B83A","Dokken","Judgement Day"
"1335",2008,"TRAQJFK128F428508A","Dolly Parton","I'm Running Out Of Love"
"1336",2008,"TRACRAR128F92F3B74","Dora The Explorer","Travel Song (Reprise)"
"1337",2008,"TRBBVTH128F92F3B6F","Dora The Explorer","Mary Had A Little Lamb"
"1338",2008,"TRBCMSO128F92E6AE5","Eagles Of Death Metal","(I Used To Couldn't Dance) Tight Pants"
"1339",2008,"TRBHQDN128F4276D66","Eluveitie","Primordial Breath"
"1340",2008,"TRASOQC12903CFFED7","Embrace the End","Intensity In Ten Cities"
"1341",2008,"TRAGLAE12903CFFEED","Embrace the End","Ley Lines"
"1342",2008,"TRBCWNH128F93103EE","Enrique Iglesias","Can You Hear Me"
"1343",2008,"TRBABJK128F93330A6","Esperanza Spalding / Leo Genovese","Love In Time"
"1344",2008,"TRBDYFY128F93330AA","Esperanza Spalding / Leo Genovese","If That's True"
"1345",2008,"TRAOAAX128F93170DE","Esser","Headlock"
"1346",2008,"TRANHJV128F92D819D","Faith Hill","Silent Night_ Holy Night! (Album Version)"
"1347",2008,"TRAKBYP128F42385F0","Fall Out Boy","Dance_ Dance"
"1348",2008,"TRBCKSF128F932FA70","Fall Out Boy","(Coffee's For Closers)"
"1349",2008,"TRBBSGI128F9309855","Fall Out Boy","America's Suitehearts"
"1350",2008,"TRASRTM128F42892D2","Finest Dearest","Tunnel Vision"
"1351",2008,"TRAKILX128F42892BF","Finest Dearest","Naming Ceremony"
"1352",2008,"TRAGJFW12903C9D027","Five Blind Boys of Alabama","I've Got a Home"
"1353",2008,"TRBDDKF128F426BF7B","Fleet Foxes","English House"
"1354",2008,"TRATTGW128F427A82D","Foals","Red Socks Pugie"
"1355",2008,"TRAQCVQ128F92D2B3D","Frank Caliendo","Now I'm All Over The Place_ Scoob (Album Version)"
"1356",2008,"TRANWEM128F92D75C4","Funeral For A Friend","Building"
"1357",2008,"TRBGMOG128F92D75BD","Funeral For A Friend","Kicking And Screaming"
"1358",2008,"TRAQUVZ128F932B2B7","Geoff Muldaur","Tennessee Blues (Album Version)"
"1359",2008,"TRBCYJG128F93283CB","Gisselle","Tocame"
"1360",2008,"TRALPFL128F424B5F4","Gonzalo Rubalcaba","Infantil (Dedicated to John McLaughlin)"
"1361",2008,"TRAIPAC128F9320FAA","Grace Gale","La Matanza"
"1362",2008,"TRAMWDI128F92FF678","Grizzly Bear","Deep Blue Sea (Daniel Rossen home recording)"
"1363",2008,"TRAWYNV128F92F5E7E","Guns N' Roses","Catcher In The Rye"
"1364",2008,"TRAMOKN128F9348196","Hank Penny","Steel Guiter Stomp"
"1365",2008,"TRBHRGS128F92E535F","Heavy D","Chasing Windmills"
"1366",2008,"TRBFJMI128F92E535C","Heavy D","Private Dancer"
"1367",2008,"TRASZQB12903CAAE1B","Hellsongs","Rock The Night"
